No,Nama File,Kategori,Kode Kat,Nama Sampah,Nama Folder,Dapat Terurai,Waktu Urai,Daur Ulang,Nilai Jual,Kesulitan Daur Ulang,Nilai Jual (Rp/kg),Biaya Proses (Rp/kg),Emisi CO2e (kg),Potensi Pengolahan,Jenis Bahaya,Metode Pengumpulan,waktu_urai_bulan,kategori_urai,kesulitan_encoded,nilai_jual_encoded,biaya_proses_encoded,beban_biaya_score,high_cost_burden,potensi_pengolahan_enc,jenis_bahaya_enc,metode_pengumpulan_enc,kategori_enc,Struktur_Biaya,env_impact_score,econ_burden_score,recyclability_index
17,botol_kaca_17,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
18,botol_kaca_18,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
19,botol_kaca_19,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
20,botol_kaca_20,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
21,botol_kaca_21,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
22,botol_kaca_22,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
23,botol_kaca_23,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
24,botol_kaca_24,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
25,botol_kaca_25,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
26,botol_kaca_26,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
27,botol_kaca_27,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
28,botol_kaca_28,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
29,botol_kaca_29,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
30,botol_kaca_30,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
31,botol_kaca_31,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
32,botol_kaca_32,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
33,botol_kaca_33,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
34,botol_kaca_34,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
35,botol_kaca_35,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
36,botol_kaca_36,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
37,botol_kaca_37,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
38,botol_kaca_38,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
39,botol_kaca_39,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
40,botol_kaca_40,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
41,botol_kaca_41,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
42,botol_kaca_42,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
43,botol_kaca_43,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
44,botol_kaca_44,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
45,botol_kaca_45,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
46,botol_kaca_46,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
47,botol_kaca_47,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
48,botol_kaca_48,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
49,botol_kaca_49,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
50,botol_kaca_50,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
51,botol_kaca_51,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
52,botol_kaca_52,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
53,botol_kaca_53,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
54,botol_kaca_54,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
55,botol_kaca_55,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
56,botol_kaca_56,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
57,botol_kaca_57,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
58,botol_kaca_58,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
59,botol_kaca_59,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
60,botol_kaca_60,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
61,botol_kaca_61,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
62,botol_kaca_62,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
63,botol_kaca_63,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
64,botol_kaca_64,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
65,botol_kaca_65,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
66,botol_kaca_66,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
67,botol_kaca_67,Anorganik,ANO,Botol kaca minuman,botol_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,0,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.6170403587443947,0.92,0.52
